DexNumber,Name,Category,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3
798,Kartana,Drawn Sword Pokémon,Beast Boost,None,None,7,59,181,131,59,31,109,570,0.1,0.3,0.5,1,45,120,1250000,0,0,0,1,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
799,Guzzlord,Junkivore Pokémon,Beast Boost,None,None,7,223,101,53,97,53,43,570,888.0,5.5,0.5,1,45,120,1250000,0,0,0,1,0,1,1,No Preevolution,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
800,Necrozma,Prism Pokémon,Prism Armor,None,None,7,97,107,101,127,89,79,600,230.0,2.4,0.5,1,3,120,1250000,0,1,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
800,Necrozma Dusk Mane,Prism Pokémon,Prism Armor,None,None,7,97,167,97,167,97,129,754,230.0,2.4,0.5,1,3,120,1250000,0,1,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
800,Necrozma Dawn Wings,Prism Pokémon,Prism Armor,None,None,7,97,167,97,167,97,129,754,230.0,2.4,0.5,1,3,120,1250000,0,1,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
801,Magearna,Artificial Pokémon,Soul-Heart,None,None,7,80,95,115,130,115,65,600,80.5,1.0,0.5,1,3,120,1250000,0,0,1,0,0,1,1,No Preevolution,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
802,Marshadow,Gloomdweller Pokémon,Technician,None,None,7,90,125,80,90,90,125,600,22.2,0.7,0.5,1,3,120,1250000,0,0,1,0,0,1,1,No Preevolution,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.5,1.0,0.5,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
803,Poipole,Poison Pin Pokémon,Beast Boost,None,None,7,67,73,67,73,67,73,420,1.8,0.6,0.5,1,45,120,1250000,0,0,0,1,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
804,Naganadel,Poison Pin Pokémon,Beast Boost,None,None,7,73,73,73,127,73,121,540,150.0,3.6,0.5,1,45,120,1250000,0,0,0,1,0,2,2,Poipole,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.25,0.5,2.0,2.0,2.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
805,Stakataka,Rampart Pokémon,Beast Boost,None,None,7,61,131,211,53,101,13,570,820.0,5.5,0.5,1,30,120,1250000,0,0,0,1,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
806,Blacephalon,Fireworks Pokémon,Beast Boost,None,None,7,53,127,53,151,79,107,570,13.0,1.8,0.5,1,30,120,1250000,0,0,0,1,0,1,1,No Preevolution,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
807,Zeraora,Thunderclap Pokémon,Volt Absorb,None,None,7,88,112,75,102,80,143,600,44.5,1.5,0.5,1,3,120,1250000,0,0,1,0,0,1,1,No Preevolution,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
808,Meltan,Hex Nut Pokémon,Magnet Pull,None,None,7,46,65,65,55,35,34,300,8.0,0.2,0.5,1,3,120,1250000,0,0,1,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
809,Melmetal,Hex Nut Pokémon,Iron Fist,None,None,7,135,143,143,80,65,34,600,800.0,2.5,0.5,1,3,120,1250000,0,0,1,0,0,2,2,Meltan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
810,Grookey,Chimp Pokémon,Overgrow,None,Grassy Surge,8,50,65,50,40,40,65,310,5.0,0.3,0.875,0,45,20,1059860,50,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0
811,Thwackey,Beat Pokémon,Overgrow,None,Grassy Surge,8,70,85,70,55,60,80,420,14.0,0.7,0.875,0,45,20,1059860,50,0,0,0,0,2,3,Grookey,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0
812,Rillaboom,Drummer Pokémon,Overgrow,None,Grassy Surge,8,100,125,90,60,70,85,530,90.0,2.1,0.875,0,45,20,1059860,50,0,0,0,0,3,3,Thwackey,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0
813,Scorbunny,Rabbit Pokémon,Blaze,None,Libero,8,50,71,40,40,40,69,310,4.5,0.3,0.875,0,45,20,1059860,50,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0
814,Raboot,Rabbit Pokémon,Blaze,None,Libero,8,65,86,60,55,60,94,420,9.0,0.6,0.875,0,45,20,1059860,50,0,0,0,0,2,3,Scorbunny,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0
815,Cinderace,Striker Pokémon,Blaze,None,Libero,8,80,116,75,65,75,119,530,33.0,1.4,0.875,0,45,20,1059860,50,0,0,0,0,3,3,Raboot,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0
816,Sobble,Water Lizard Pokémon,Torrent,None,Sniper,8,50,40,40,70,40,70,310,4.0,0.3,0.875,0,45,20,1059860,50,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
817,Drizzile,Water Lizard Pokémon,Torrent,None,Sniper,8,65,60,55,95,55,90,420,11.5,0.7,0.875,0,45,20,1059860,50,0,0,0,0,2,3,Sobble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
818,Inteleon,Secret Agent Pokémon,Torrent,None,Sniper,8,70,85,65,125,65,120,530,45.2,1.9,0.875,0,45,20,1059860,50,0,0,0,0,3,3,Drizzile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
819,Skwovet,Cheeky Pokémon,Cheek Pouch,None,Gluttony,8,70,55,55,35,35,25,275,2.5,0.3,0.5,0,255,20,1000000,50,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
820,Greedent,Greedy Pokémon,Cheek Pouch,None,Gluttony,8,120,95,95,55,75,20,460,6.0,0.6,0.5,0,90,20,1000000,50,0,0,0,0,2,2,Skwovet,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
821,Rookidee,Tiny Bird Pokémon,Keen Eye,Unnerve,Big Pecks,8,38,47,35,33,35,57,245,1.8,0.2,0.5,0,255,15,1059860,50,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
822,Corvisquire,Raven Pokémon,Keen Eye,Unnerve,Big Pecks,8,68,67,55,43,55,77,365,16.0,0.8,0.5,0,120,15,1059860,50,0,0,0,0,2,3,Rookidee,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
823,Corviknight,Raven Pokémon,Pressure,Unnerve,Mirror Armor,8,98,87,105,53,85,67,495,75.0,2.2,0.5,0,45,15,1059860,50,0,0,0,0,3,3,Corvisquire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
824,Blipbug,Larva Pokémon,Swarm,Compound Eyes,Telepathy,8,25,20,20,25,45,45,180,8.0,0.4,0.5,0,255,15,1000000,50,0,0,0,0,1,3,No Preevolution,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
825,Dottler,Radome Pokémon,Swarm,Compound Eyes,Telepathy,8,50,35,80,50,90,30,335,19.5,0.4,0.5,0,120,15,1000000,50,0,0,0,0,2,3,Blipbug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.25,2.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
826,Orbeetle,Seven Spot Pokémon,Swarm,Frisk,Telepathy,8,60,45,110,80,120,90,505,40.8,0.4,0.5,0,45,15,1000000,50,0,0,0,0,3,3,Dottler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.25,2.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
827,Nickit,Fox Pokémon,Run Away,Unburden,Stakeout,8,40,28,28,47,52,50,245,8.9,0.6,0.5,0,255,15,800000,50,0,0,0,0,1,2,No Preevolution,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
828,Thievul,Fox Pokémon,Run Away,Unburden,Stakeout,8,70,58,58,87,92,90,455,19.9,1.2,0.5,0,127,15,800000,50,0,0,0,0,2,2,Nickit,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
829,Gossifleur,Flowering Pokémon,Cotton Down,Regenerator,Effect Spore,8,40,40,60,40,60,10,250,2.2,0.4,0.5,0,190,20,1000000,50,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
830,Eldegoss,Cotton Bloom Pokémon,Cotton Down,Regenerator,Effect Spore,8,60,50,90,80,120,60,460,2.5,0.5,0.5,0,75,20,1000000,50,0,0,0,0,2,2,Gossifleur,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
831,Wooloo,Sheep Pokémon,Fluffy,Run Away,Bulletproof,8,42,40,55,40,45,48,270,6.0,0.6,0.5,0,255,15,1000000,50,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
832,Dubwool,Sheep Pokémon,Fluffy,Steadfast,Bulletproof,8,72,80,100,60,90,88,490,43.0,1.3,0.5,0,127,15,1000000,50,0,0,0,0,2,2,Wooloo,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
833,Chewtle,Snapping Pokémon,Strong Jaw,Shell Armor,Swift Swim,8,50,64,50,38,38,44,284,8.5,0.3,0.5,0,255,20,1000000,50,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
834,Drednaw,Bite Pokémon,Strong Jaw,Shell Armor,Swift Swim,8,90,115,90,48,68,74,485,115.5,1.0,0.5,0,75,20,1000000,50,0,0,0,0,2,2,Chewtle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
835,Yamper,Puppy Pokémon,Ball Fetch,None,Rattled,8,59,45,50,40,50,26,270,13.5,0.3,0.5,0,255,20,800000,50,0,0,0,0,1,2,No Preevolution,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
836,Boltund,Dog Pokémon,Strong Jaw,None,Competitive,8,69,90,60,90,60,121,490,34.0,1.0,0.5,0,45,20,800000,50,0,0,0,0,2,2,Yamper,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
837,Rolycoly,Coal Pokémon,Steam Engine,Heatproof,Flash Fire,8,30,40,50,40,50,30,240,12.0,0.3,0.5,0,255,15,1059860,50,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
838,Carkol,Coal Pokémon,Steam Engine,Flame Body,Flash Fire,8,80,60,90,60,70,50,410,78.0,1.1,0.5,0,120,15,1059860,50,0,0,0,0,2,3,Rolycoly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
839,Coalossal,Coal Pokémon,Steam Engine,Flame Body,Flash Fire,8,110,80,120,80,90,30,510,310.5,2.8,0.5,0,45,15,1059860,50,0,0,0,0,3,3,Carkol,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
840,Applin,Apple Core Pokémon,Ripen,Gluttony,Bulletproof,8,40,40,80,40,40,20,260,0.5,0.2,0.5,0,255,20,600000,50,0,0,0,0,1,3,No Preevolution,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
841,Flapple,Apple Wing Pokémon,Ripen,Gluttony,Hustle,8,70,110,80,95,60,70,485,1.0,0.3,0.5,0,45,20,600000,50,0,0,0,0,2,2,Applin,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
842,Appletun,Apple Nectar Pokémon,Ripen,Gluttony,Thick Fat,8,110,85,80,100,80,30,485,13.0,0.4,0.5,0,45,20,600000,50,0,0,0,0,2,2,Applin,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0
843,Silicobra,Sand Snake Pokémon,Sand Spit,Shed Skin,Sand Veil,8,52,57,75,35,50,46,315,7.6,2.2,0.5,0,255,20,1000000,50,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
844,Sandaconda,Sand Snake Pokémon,Sand Spit,Shed Skin,Sand Veil,8,72,107,125,65,70,71,510,65.5,3.8,0.5,0,120,20,1000000,50,0,0,0,0,2,2,Silicobra,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
845,Cramorant,Gulp Pokémon,Gulp Missile,None,None,8,70,85,55,85,95,85,475,18.0,0.8,0.5,0,45,20,1000000,50,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0
845,Cramorant Gulping Form,Gulp Pokémon,Gulp Missile,None,None,8,70,85,55,85,95,85,475,18.0,0.8,0.5,0,45,20,1000000,50,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0
845,Cramorant Gorging Form,Gulp Pokémon,Gulp Missile,None,None,8,70,85,55,85,95,85,475,18.0,0.8,0.5,0,45,20,1000000,50,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0
846,Arrokuda,Rush Pokémon,Swift Swim,None,Propeller Tail,8,41,63,40,40,30,66,280,1.0,0.5,0.5,0,255,20,1250000,50,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
847,Barraskewda,Skewer Pokémon,Swift Swim,None,Propeller Tail,8,61,123,60,60,50,136,490,30.0,1.3,0.5,0,60,20,1250000,50,0,0,0,0,2,2,Arrokuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
848,Toxel,Baby Pokémon,Rattled,Static,Klutz,8,40,38,35,54,35,40,242,11.0,0.4,0.5,0,75,25,1059860,50,0,0,0,0,1,2,No Preevolution,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5,0.5,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
849,Toxtricity Amped Form,Punk Pokémon,Punk Rock,Plus,Technician,8,75,98,70,114,70,75,502,40.0,1.6,0.5,0,45,25,1059860,50,0,0,0,0,2,2,Toxel,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5,0.5,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
849,Toxtricity Low Key Form,Punk Pokémon,Punk Rock,Minus,Technician,8,75,98,70,114,70,75,502,40.0,1.6,0.5,0,45,25,1059860,50,0,0,0,0,2,2,Toxel,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5,0.5,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
