"DexNumber","Name","Type","Abilities","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship"
768,"Golisopod","['Bug', 'Water']","['Emergency Exit']","VII",75,125,140,60,90,40,530,108.0,2.0,0.5,"Hard Scale Pokémon","45","20",['Bug' 'Water 3'],"Medium Fast
","70
"
769,"Sandygast","['Ghost', 'Ground']","['Water Compaction', 'Sand Veil']","VII",55,55,80,70,45,15,320,70.0,0.5,0.5,"Sand Heap Pokémon","140","15",['Amorphous'],"Medium Fast
","70
"
770,"Palossand","['Ghost', 'Ground']","['Water Compaction', 'Sand Veil']","VII",85,75,110,100,75,35,480,250.0,1.3,0.5,"Sand Castle Pokémon","60","15",['Amorphous'],"Medium Fast
","70
"
771,"Pyukumuku","['Water']","['Innards Out', 'Unaware']","VII",55,60,130,30,130,5,410,1.2,0.3,0.5,"Sea Cucumber Pokémon","60","15",['Water 1'],"Fast
","70
"
772,"Type: Null","['Normal']","['Battle Armor']","VII",95,95,95,95,95,59,534,120.5,1.9,"","Synthetic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
773,"Silvally Type: Normal","['Normal']","['RKS System']","VII",95,95,95,95,95,95,570,100.5,2.3,"","Synthetic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
774,"Minior Meteor Form","['Rock', 'Flying']","['Shields Down']","VII",60,60,100,60,100,60,500,40.0,0.3,"","Meteor Pokémon","30","25",['Mineral'],"Medium Slow
","70
"
774,"Minior Red Core","['Rock', 'Flying']","['Shields Down']","VII",60,100,60,100,60,120,500,40.0,0.3,"","Meteor Pokémon","30","25",['Mineral'],"Medium Slow
","70
"
775,"Komala","['Normal']","['Comatose']","VII",65,115,65,75,95,65,480,19.9,0.4,0.5,"Drowsing Pokémon","45","20",['Field'],"Slow
","70
"
776,"Turtonator","['Fire', 'Dragon']","['Shell Armor']","VII",60,78,135,91,85,36,485,212.0,2.0,0.5,"Blast Turtle Pokémon","70","20",['Monster' 'Dragon'],"Medium Fast
","70
"
777,"Togedemaru","['Electric', 'Steel']","['Iron Barbs', 'Lightning Rod', 'Sturdy']","VII",65,98,63,40,73,96,435,3.3,0.3,0.5,"Roly-Poly Pokémon","180","10",['Field' 'Fairy'],"Medium Fast
","70
"
778,"Mimikyu Disguised Form","['Ghost', 'Fairy']","['Disguise']","VII",55,90,80,50,105,96,476,0.7,0.2,0.5,"Disguise Pokémon","45","20",['Amorphous'],"Medium Fast
","70
"
778,"Mimikyu Busted Form","['Ghost', 'Fairy']","['Disguise']","VII",55,90,80,50,105,96,476,0.7,0.2,0.5,"Disguise Pokémon","45","20",['Amorphous'],"Medium Fast
","70
"
779,"Bruxish","['Water', 'Psychic']","['Dazzling', 'Strong Jaw', 'Wonder Skin']","VII",68,105,70,70,70,92,475,19.0,0.9,0.5,"Gnash Teeth Pokémon","80","15",['Water 2'],"Medium Fast
","70
"
780,"Drampa","['Normal', 'Dragon']","['Berserk', 'Sap Sipper', 'Cloud Nine']","VII",78,60,85,135,91,36,485,185.0,3.0,0.5,"Placid Pokémon","70","20",['Monster' 'Dragon'],"Medium Fast
","70
"
781,"Dhelmise","['Ghost', 'Grass']","['Steelworker']","VII",70,131,100,86,90,40,517,210.0,3.9,"","Sea Creeper Pokémon","25","25",['Mineral'],"Medium Fast
","70
"
782,"Jangmo-o","['Dragon']","['Bulletproof', 'Soundproof', 'Overcoat']","VII",45,55,65,45,45,45,300,29.7,0.6,0.5,"Scaly Pokémon","45","40",['Dragon'],"Slow
","70
"
783,"Hakamo-o","['Dragon', 'Fighting']","['Bulletproof', 'Soundproof', 'Overcoat']","VII",55,75,90,65,70,65,420,47.0,1.2,0.5,"Scaly Pokémon","45","40",['Dragon'],"Slow
","70
"
784,"Kommo-o","['Dragon', 'Fighting']","['Bulletproof', 'Soundproof', 'Overcoat']","VII",75,110,125,100,105,85,600,78.2,1.6,0.5,"Scaly Pokémon","45","40",['Dragon'],"Slow
","70
"
785,"Tapu Koko","['Electric', 'Fairy']","['Electric Surge', 'Telepathy']","VII",70,115,85,95,75,130,570,20.5,1.8,"","Land Spirit Pokémon","3","15",['No Eggs Discovered'],"Slow
","70
"
786,"Tapu Lele","['Psychic', 'Fairy']","['Psychic Surge', 'Telepathy']","VII",70,85,75,130,115,95,570,18.6,1.2,"","Land Spirit Pokémon","3","15",['No Eggs Discovered'],"Slow
","70
"
787,"Tapu Bulu","['Grass', 'Fairy']","['Grassy Surge', 'Telepathy']","VII",70,130,115,85,95,75,570,45.5,1.9,"","Land Spirit Pokémon","3","15",['No Eggs Discovered'],"Slow
","70
"
788,"Tapu Fini","['Water', 'Fairy']","['Misty Surge', 'Telepathy']","VII",70,75,115,95,130,85,570,21.2,1.3,"","Land Spirit Pokémon","3","15",['No Eggs Discovered'],"Slow
","70
"
789,"Cosmog","['Psychic']","['Unaware']","VII",43,29,31,29,31,37,200,0.1,0.2,"","Nebula Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
790,"Cosmoem","['Psychic']","['Sturdy']","VII",43,29,131,29,131,37,400,999.9,0.1,"","Protostar Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
791,"Solgaleo","['Psychic', 'Steel']","['Full Metal Body']","VII",137,137,107,113,89,97,680,230.0,3.4,"","Sunne Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
792,"Lunala","['Psychic', 'Ghost']","['Shadow Shield']","VII",137,113,89,137,107,97,680,120.0,4.0,"","Moone Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
793,"Nihilego","['Rock', 'Poison']","['Beast Boost']","VII",109,53,47,127,131,103,570,55.5,1.2,"","Parasite Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
794,"Buzzwole","['Bug', 'Fighting']","['Beast Boost']","VII",107,139,139,53,53,79,570,333.6,2.4,"","Swollen Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
795,"Pheromosa","['Bug', 'Fighting']","['Beast Boost']","VII",71,137,37,137,37,151,570,25.0,1.8,"","Lissome Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
796,"Xurkitree","['Electric']","['Beast Boost']","VII",83,89,71,173,71,83,570,100.0,3.8,"","Glowing Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
797,"Celesteela","['Steel', 'Flying']","['Beast Boost']","VII",97,101,103,107,101,61,570,999.9,9.2,"","Launch Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
798,"Kartana","['Grass', 'Steel']","['Beast Boost']","VII",59,181,131,59,31,109,570,0.1,0.3,"","Drawn Sword Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
799,"Guzzlord","['Dark', 'Dragon']","['Beast Boost']","VII",223,101,53,97,53,43,570,888.0,5.5,"","Junkivore Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
800,"Necrozma","['Psychic']","['Prism Armor']","VII",97,107,101,127,89,79,754,230.0,2.4,"","Prism Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
800,"Necrozma Dusk Mane","['Psychic']","['Prism Armor']","VII",97,167,97,167,97,129,754,230.0,2.4,"","Prism Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
800,"Necrozma Dawn Wings","['Psychic']","['Prism Armor']","VII",97,167,97,167,97,129,754,230.0,2.4,"","Prism Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
801,"Magearna","['Steel', 'Fairy']","['Soul-Heart']","VII",80,95,115,130,115,65,600,80.5,1.0,"","Artificial Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
802,"Marshadow","['Fighting', 'Ghost']","['Technician']","VII",90,125,80,90,90,125,600,22.2,0.7,"","Gloomdweller Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
803,"Poipole","['Poison']","['Beast Boost']","VII",67,73,67,73,67,73,420,1.8,0.6,"","Poison Pin Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
804,"Naganadel","['Poison', 'Dragon']","['Beast Boost']","VII",73,73,73,127,73,121,540,150.0,3.6,"","Poison Pin Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
805,"Stakataka","['Rock', 'Steel']","['Beast Boost']","VII",61,131,211,53,101,13,570,820.0,5.5,"","Rampart Pokémon","30","120",['No Eggs Discovered'],"Slow
","0
"
806,"Blacephalon","['Fire', 'Ghost']","['Beast Boost']","VII",53,127,53,151,79,107,570,13.0,1.8,"","Fireworks Pokémon","30","120",['No Eggs Discovered'],"Slow
","0
"
807,"Zeraora","['Electric']","['Volt Absorb']","VII",88,112,75,102,80,143,600,44.5,1.5,"","Thunderclap Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
808,"Meltan","['Steel']","['Magnet Pull']","VII",46,65,65,55,35,34,300,8.0,0.2,"","Hex Nut Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
809,"Melmetal","['Steel']","['Iron Fist']","VII",135,143,143,80,65,34,600,800.0,2.5,"","Hex Nut Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
810,"Grookey","['Grass']","['Overgrow', 'Grassy Surge']","VIII",50,65,50,40,40,65,310,5.0,0.3,0.875,"Chimp Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
"
811,"Thwackey","['Grass']","['Overgrow', 'Grassy Surge']","VIII",70,85,70,55,60,80,420,14.0,0.7,0.875,"Beat Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
"
812,"Rillaboom","['Grass']","['Grassy Surge']","VIII",100,125,90,60,70,85,530,90.0,2.1,0.875,"Drummer Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
"
813,"Scorbunny","['Fire']","['Blaze', 'Libero']","VIII",50,71,40,40,40,69,310,4.5,0.3,0.875,"Rabbit Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","50
"
814,"Raboot","['Fire']","['Blaze', 'Libero']","VIII",65,86,60,55,60,94,420,9.0,0.6,0.875,"Rabbit Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","50
"
815,"Cinderace","['Fire']","['Libero']","VIII",80,116,75,65,75,119,530,33.0,1.4,0.875,"Striker Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","50
"
816,"Sobble","['Water']","['Torrent', 'Sniper']","VIII",50,40,40,70,40,70,310,4.0,0.3,0.875,"Water Lizard Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","50
"
817,"Drizzile","['Water']","['Torrent', 'Sniper']","VIII",65,60,55,95,55,90,420,11.5,0.7,0.875,"Water Lizard Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","50
"
818,"Inteleon","['Water']","['Sniper']","VIII",70,85,65,125,65,120,530,45.2,1.9,0.875,"Secret Agent Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","50
"
819,"Skwovet","['Normal']","['Cheek Pouch', 'Gluttony']","VIII",70,55,55,35,35,25,275,2.5,0.3,0.5,"Cheeky Pokémon","255","20",['Field'],"Medium Fast
","50
"
820,"Greedent","['Normal']","['Cheek Pouch', 'Gluttony']","VIII",120,95,95,55,75,20,460,6.0,0.6,0.5,"Greedy Pokémon","90","20",['Field'],"Medium Fast
","50
"
821,"Rookidee","['Flying']","['Keen Eye', 'Unnerve', 'Big Pecks']","VIII",38,47,35,33,35,57,245,1.8,0.2,0.5,"Tiny Bird Pokémon","255","15",['Flying'],"Medium Slow
","50
"
822,"Corvisquire","['Flying']","['Keen Eye', 'Unnerve', 'Big Pecks']","VIII",68,67,55,43,55,77,365,16.0,0.8,0.5,"Raven Pokémon","120","15",['Flying'],"Medium Slow
","50
"
823,"Corviknight","['Flying', 'Steel']","['Mirror Armor']","VIII",98,87,105,53,85,67,495,75.0,2.2,0.5,"Raven Pokémon","45","15",['Flying'],"Medium Slow
","50
"
824,"Blipbug","['Bug']","['Swarm', 'Compound Eyes', 'Telepathy']","VIII",25,20,20,25,45,45,180,8.0,0.4,0.5,"Larva Pokémon","255","15",['Bug'],"Medium Fast
","50
"
825,"Dottler","['Bug', 'Psychic']","['Swarm', 'Compound Eyes', 'Telepathy']","VIII",50,35,80,50,90,30,335,19.5,0.4,0.5,"Radome Pokémon","120","15",['Bug'],"Medium Fast
","50
"
826,"Orbeetle","['Bug', 'Psychic']","['Telepathy']","VIII",60,45,110,80,120,90,505,40.8,0.4,0.5,"Seven Spot Pokémon","45","15",['Bug'],"Medium Fast
","50
"
827,"Nickit","['Dark']","['Run Away', 'Unburden', 'Stakeout']","VIII",40,28,28,47,52,50,245,8.9,0.6,0.5,"Fox Pokémon","255","15",['Field'],"Fast
","50
"
828,"Thievul","['Dark']","['Run Away', 'Unburden', 'Stakeout']","VIII",70,58,58,87,92,90,455,19.9,1.2,0.5,"Fox Pokémon","127","15",['Field'],"Fast
","50
"
829,"Gossifleur","['Grass']","['Cotton Down', 'Regenerator', 'Effect Spore']","VIII",40,40,60,40,60,10,250,2.2,0.4,0.5,"Flowering Pokémon","190","20",['Grass'],"Medium Fast
","50
"
830,"Eldegoss","['Grass']","['Cotton Down', 'Regenerator', 'Effect Spore']","VIII",60,50,90,80,120,60,460,2.5,0.5,0.5,"Cotton Bloom Pokémon","75","20",['Grass'],"Medium Fast
","50
"
831,"Wooloo","['Normal']","['Fluffy', 'Run Away', 'Bulletproof']","VIII",42,40,55,40,45,48,270,6.0,0.6,0.5,"Sheep Pokémon","255","15",['Field'],"Medium Fast
","50
"
832,"Dubwool","['Normal']","['Fluffy', 'Steadfast', 'Bulletproof']","VIII",72,80,100,60,90,88,490,43.0,1.3,0.5,"Sheep Pokémon","127","15",['Field'],"Medium Fast
","50
"
833,"Chewtle","['Water']","['Strong Jaw', 'Shell Armor', 'Swift Swim']","VIII",50,64,50,38,38,44,284,8.5,0.3,0.5,"Snapping Pokémon","255","20",['Monster' 'Water 1'],"Medium Fast
","50
"
834,"Drednaw","['Water', 'Rock']","['Swift Swim']","VIII",90,115,90,48,68,74,485,115.5,1.0,0.5,"Bite Pokémon","75","20",['Monster' 'Water 1'],"Medium Fast
","50
"
835,"Yamper","['Electric']","['Ball Fetch', 'Rattled']","VIII",59,45,50,40,50,26,270,13.5,0.3,0.5,"Puppy Pokémon","255","20",['Field'],"Fast
","50
"
836,"Boltund","['Electric']","['Strong Jaw', 'Competitive']","VIII",69,90,60,90,60,121,490,34.0,1.0,0.5,"Dog Pokémon","45","20",['Field'],"Fast
","50
"
837,"Rolycoly","['Rock']","['Steam Engine', 'Heatproof', 'Flash Fire']","VIII",30,40,50,40,50,30,240,12.0,0.3,0.5,"Coal Pokémon","255","15",['Mineral'],"Medium Slow
","50
"
838,"Carkol","['Rock', 'Fire']","['Steam Engine', 'Flame Body', 'Flash Fire']","VIII",80,60,90,60,70,50,410,78.0,1.1,0.5,"Coal Pokémon","120","15",['Mineral'],"Medium Slow
","50
"
839,"Coalossal","['Rock', 'Fire']","['Flash Fire']","VIII",110,80,120,80,90,30,510,310.5,2.8,0.5,"Coal Pokémon","45","15",['Mineral'],"Medium Slow
","50
"
840,"Applin","['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Bulletproof']","VIII",40,40,80,40,40,20,260,0.5,0.2,0.5,"Apple Core Pokémon","255","20",['Grass' 'Dragon'],"Erratic
","50
"
841,"Flapple","['Grass', 'Dragon']","['Hustle']","VIII",70,110,80,95,60,70,485,1.0,0.3,0.5,"Apple Wing Pokémon","45","20",['Grass' 'Dragon'],"Erratic
","50
"
842,"Appletun","['Grass', 'Dragon']","['Thick Fat']","VIII",110,85,80,100,80,30,485,13.0,0.4,0.5,"Apple Nectar Pokémon","45","20",['Grass' 'Dragon'],"Erratic
","50
"
843,"Silicobra","['Ground']","['Sand Spit', 'Shed Skin', 'Sand Veil']","VIII",52,57,75,35,50,46,315,7.6,2.2,0.5,"Sand Snake Pokémon","255","20",['Field' 'Dragon'],"Medium Fast
","50
"
844,"Sandaconda","['Ground']","['Sand Veil']","VIII",72,107,125,65,70,71,510,65.5,3.8,0.5,"Sand Snake Pokémon","120","20",['Field' 'Dragon'],"Medium Fast
","50
"
845,"Cramorant","['Flying', 'Water']","['Gulp Missile']","VIII",70,85,55,85,95,85,475,18.0,0.8,0.5,"Gulp Pokémon","45","20",['Water 1' 'Flying'],"Medium Fast
","50
"
845,"Cramorant Gulping Form","['Flying', 'Water']","['Gulp Missile']","VIII",70,85,55,85,95,85,475,18.0,0.8,0.5,"Gulp Pokémon","45","20",['Water 1' 'Flying'],"Medium Fast
","50
"
845,"Cramorant Gorging Form","['Flying', 'Water']","['Gulp Missile']","VIII",70,85,55,85,95,85,475,18.0,0.8,0.5,"Gulp Pokémon","45","20",['Water 1' 'Flying'],"Medium Fast
","50
"
846,"Arrokuda","['Water']","['Swift Swim', 'Propeller Tail']","VIII",41,63,40,40,30,66,280,1.0,0.5,0.5,"Rush Pokémon","255","20",['Water 2'],"Slow
","50
"
847,"Barraskewda","['Water']","['Swift Swim', 'Propeller Tail']","VIII",61,123,60,60,50,136,490,30.0,1.3,0.5,"Skewer Pokémon","60","20",['Water 2'],"Slow
","50
"
848,"Toxel","['Electric', 'Poison']","['Rattled', 'Static', 'Klutz']","VIII",40,38,35,54,35,40,242,11.0,0.4,0.5,"Baby Pokémon","75","25",['No Eggs Discovered'],"Medium Slow
","50
"
849,"Toxtricity Amped Form","['Electric', 'Poison']","['Punk Rock', 'Plus', 'Technician']","VIII",75,98,70,114,70,75,502,40.0,1.6,0.5,"Punk Pokémon","45","25",['Human-Like'],"Medium Slow
","50
"
849,"Toxtricity Low Key Form","['Electric', 'Poison']","['Punk Rock', 'Minus', 'Technician']","VIII",75,98,70,114,70,75,502,40.0,1.6,0.5,"Punk Pokémon","45","25",['Human-Like'],"Medium Slow
","50
"
850,"Sizzlipede","['Fire', 'Bug']","['Flash Fire', 'White Smoke', 'Flame Body']","VIII",50,65,45,50,50,45,305,1.0,0.7,0.5,"Radiator Pokémon","190","20",['Bug'],"Medium Fast
","50
"
851,"Centiskorch","['Fire', 'Bug']","['Flame Body']","VIII",100,115,65,90,90,65,525,120.0,3.0,0.5,"Radiator Pokémon","75","20",['Bug'],"Medium Fast
","50
"
852,"Clobbopus","['Fighting']","['Limber', 'Technician']","VIII",50,68,60,50,50,32,310,4.0,0.6,0.5,"Tantrum Pokémon","180","25",['Water 1' 'Human-Like'],"Medium Slow
","50
"
853,"Grapploct","['Fighting']","['Limber', 'Technician']","VIII",80,118,90,70,80,42,480,39.0,1.6,0.5,"Jujitsu Pokémon","45","25",['Water 1' 'Human-Like'],"Medium Slow
","50
"
854,"Sinistea","['Ghost']","['Cursed Body']","VIII",40,45,45,74,54,50,308,0.2,0.1,"","Black Tea Pokémon","120","20",['Mineral' 'Amorphous'],"Medium Fast
","50
"
855,"Polteageist","['Ghost']","['Cursed Body']","VIII",60,65,65,134,114,70,508,0.4,0.2,"","Black Tea Pokémon","60","20",['Mineral' 'Amorphous'],"Medium Fast
","50
"
856,"Hatenna","['Psychic']","['Healer', 'Anticipation', 'Magic Bounce']","VIII",42,30,45,56,53,39,265,3.4,0.4,0.0,"Calm Pokémon","235","20",['Fairy'],"Slow
","50
"
857,"Hattrem","['Psychic']","['Healer', 'Anticipation', 'Magic Bounce']","VIII",57,40,65,86,73,49,370,4.8,0.6,0.0,"Serene Pokémon","120","20",['Fairy'],"Slow
","50
"
858,"Hatterene","['Psychic', 'Fairy']","['Magic Bounce']","VIII",57,90,95,136,103,29,510,5.1,2.1,0.0,"Silent Pokémon","45","20",['Fairy'],"Slow
","50
"
859,"Impidimp","['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']","VIII",45,45,30,55,40,50,265,5.5,0.4,1.0,"Wily Pokémon","255","20",['Fairy' 'Human-Like'],"Medium Fast
","50
"
860,"Morgrem","['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']","VIII",65,60,45,75,55,70,370,12.5,0.8,1.0,"Devious Pokémon","120","20",['Fairy' 'Human-Like'],"Medium Fast
","50
"
861,"Grimmsnarl","['Dark', 'Fairy']","['Pickpocket']","VIII",95,120,65,95,75,60,510,61.0,1.5,1.0,"Bulk Up Pokémon","45","20",['Fairy' 'Human-Like'],"Medium Fast
","50
"
862,"Obstagoon","['Dark', 'Normal']","['Reckless', 'Guts', 'Defiant']","VIII",93,90,101,60,81,95,520,46.0,1.6,0.5,"Blocking Pokémon","45","15",['Field'],"Medium Fast
","50
"
863,"Perrserker","['Steel']","['Battle Armor', 'Tough Claws', 'Steely Spirit']","VIII",70,110,100,50,60,50,440,28.0,0.8,0.5,"Viking Pokémon","90","20",['Field'],"Medium Fast
","50
"
864,"Cursola","['Ghost']","['Weak Armor', 'Perish Body']","VIII",60,95,50,145,130,30,510,0.4,1.0,0.25,"Coral Pokémon","30","20",['Water 1' 'Water 3'],"Fast
","50
"
865,"Sirfetch'd","['Fighting']","['Steadfast', 'Scrappy']","VIII",62,135,95,68,82,65,507,117.0,0.8,0.5,"Wild Duck Pokémon","45","20",['Flying' 'Field'],"Medium Fast
","50
"
866,"Mr. Rime","['Ice', 'Psychic']","['Tangled Feet', 'Screen Cleaner', 'Ice Body']","VIII",80,85,75,110,100,70,520,58.2,1.5,0.5,"Comedian Pokémon","45","25",['Human-Like'],"Medium Fast
","50
"
867,"Runerigus","['Ground', 'Ghost']","['Wandering Spirit']","VIII",58,95,145,50,105,30,483,66.6,1.6,0.5,"Grudge Pokémon","90","25",['Mineral' 'Amorphous'],"Medium Fast
","50
"
868,"Milcery","['Fairy']","['Sweet Veil', 'Aroma Veil']","VIII",45,40,40,50,61,34,270,0.3,0.2,0.0,"Cream Pokémon","200","20",['Fairy' 'Amorphous'],"Medium Fast
","50
"
869,"Alcremie Vanilla Cream","['Fairy']","['Aroma Veil']","VIII",65,60,75,110,121,64,495,0.5,0.3,0.0,"Cream Pokémon","100","20",['Fairy' 'Amorphous'],"Medium Fast
","50
"
870,"Falinks","['Fighting']","['Battle Armor', 'Defiant']","VIII",65,100,100,70,60,75,470,62.0,3.0,"","Formation Pokémon","45","25",['Fairy' 'Mineral'],"Medium Fast
","50
"
871,"Pincurchin","['Electric']","['Lightning Rod', 'Electric Surge']","VIII",48,101,95,91,85,15,435,1.0,0.3,0.5,"Sea Urchin Pokémon","75","20",['Water 1' 'Amorphous'],"Medium Fast
","50
"
872,"Snom","['Ice', 'Bug']","['Shield Dust', 'Ice Scales']","VIII",30,25,35,45,30,20,185,3.8,0.3,0.5,"Worm Pokémon","190","20",['Bug'],"Medium Fast
","50
"
873,"Frosmoth","['Ice', 'Bug']","['Shield Dust', 'Ice Scales']","VIII",70,65,60,125,90,65,475,42.0,1.3,0.5,"Frost Moth Pokémon","75","20",['Bug'],"Medium Fast
","50
"
874,"Stonjourner","['Rock']","['Power Spot']","VIII",100,125,135,20,20,70,470,520.0,2.5,0.5,"Big Rock Pokémon","60","25",['Mineral'],"Slow
","50
"
875,"Eiscue Ice Face","['Ice']","['Ice Face']","VIII",75,80,110,65,90,50,470,89.0,1.4,0.5,"Penguin Pokémon","60","25",['Water 1' 'Field'],"Slow
","50
"
875,"Eiscue Noice Face","['Ice']","['Ice Face']","VIII",75,80,70,65,50,130,470,89.0,1.4,0.5,"Penguin Pokémon","60","25",['Water 1' 'Field'],"Slow
","50
"
876,"Indeedee Male","['Psychic', 'Normal']","['Psychic Surge']","VIII",70,55,65,95,105,85,475,28.0,0.9,0.5,"Emotion Pokémon","30","40",['Fairy'],"Fast
","140
"
876,"Indeedee Female","['Psychic', 'Normal']","['Psychic Surge']","VIII",70,55,65,95,105,85,475,28.0,0.9,0.5,"Emotion Pokémon","30","40",['Fairy'],"Fast
","140
"
877,"Morpeko Full Belly Mode","['Electric', 'Dark']","['Hunger Switch']","VIII",58,95,58,70,58,97,436,3.0,0.3,0.5,"Two-Sided Pokémon","180","10",['Field' 'Fairy'],"Medium Fast
","50
"
877,"Morpeko Hangry Mode","['Electric', 'Dark']","['Hunger Switch']","VIII",58,95,58,70,58,97,436,3.0,0.3,0.5,"Two-Sided Pokémon","180","10",['Field' 'Fairy'],"Medium Fast
","50
"
878,"Cufant","['Steel']","['Sheer Force', 'Heavy Metal']","VIII",72,80,49,40,49,40,330,100.0,1.2,0.5,"Copperderm Pokémon","190","25",['Field' 'Mineral'],"Medium Fast
","50
"
879,"Copperajah","['Steel']","['Heavy Metal']","VIII",122,130,69,80,69,30,500,650.0,3.0,0.5,"Copperderm Pokémon","90","25",['Field' 'Mineral'],"Medium Fast
","50
"
880,"Dracozolt","['Electric', 'Dragon']","['Volt Absorb', 'Hustle', 'Sand Rush']","VIII",90,100,90,80,70,75,505,190.0,1.8,"","Fossil Pokémon","45","35",['No Eggs Discovered'],"Slow
","50
"
881,"Arctozolt","['Electric', 'Ice']","['Volt Absorb', 'Static', 'Slush Rush']","VIII",90,100,90,90,80,55,505,150.0,2.3,"","Fossil Pokémon","45","35",['No Eggs Discovered'],"Slow
","50
"
882,"Dracovish","['Water', 'Dragon']","['Water Absorb', 'Strong Jaw', 'Sand Rush']","VIII",90,90,100,70,80,75,505,215.0,2.3,"","Fossil Pokémon","45","35",['No Eggs Discovered'],"Slow
","50
"
883,"Arctovish","['Water', 'Ice']","['Water Absorb', 'Ice Body', 'Slush Rush']","VIII",90,90,100,80,90,55,505,175.0,2.0,"","Fossil Pokémon","45","35",['No Eggs Discovered'],"Slow
","50
"
884,"Duraludon","['Steel', 'Dragon']","['Stalwart']","VIII",70,95,115,120,50,85,535,40.0,1.8,0.5,"Alloy Pokémon","45","30",['Mineral' 'Dragon'],"Medium Fast
","50
"
885,"Dreepy","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']","VIII",28,60,30,40,30,82,270,2.0,0.5,0.5,"Lingering Pokémon","45","40",['Amorphous' 'Dragon'],"Slow
","50
"
886,"Drakloak","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']","VIII",68,80,50,60,50,102,410,11.0,1.4,0.5,"Caretaker Pokémon","45","40",['Amorphous' 'Dragon'],"Slow
","50
"
887,"Dragapult","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']","VIII",88,120,75,100,75,142,600,50.0,3.0,0.5,"Stealth Pokémon","45","40",['Amorphous' 'Dragon'],"Slow
","50
"
888,"Zacian Hero of Many Battles","['Fairy']","['Intrepid Sword']","VIII",92,120,115,80,115,138,700,110.0,2.8,"","Warrior Pokémon","10","120",['No Eggs Discovered'],"Slow
","0
"
888,"Zacian Crowned Sword","['Fairy', 'Steel']","['Intrepid Sword']","VIII",92,150,115,80,115,148,700,110.0,2.8,"","Warrior Pokémon","10","120",['No Eggs Discovered'],"Slow
","0
"
889,"Zamazenta Hero of Many Battles","['Fighting']","['Dauntless Shield']","VIII",92,120,115,80,115,138,700,210.0,2.9,"","Warrior Pokémon","10","120",['No Eggs Discovered'],"Slow
","0
"
889,"Zamazenta Crowned Shield","['Fighting', 'Steel']","['Dauntless Shield']","VIII",92,120,140,80,140,128,700,210.0,2.9,"","Warrior Pokémon","10","120",['No Eggs Discovered'],"Slow
","0
"
890,"Eternatus","['Poison', 'Dragon']","['Pressure']","VIII",140,85,95,145,95,130,1125,950.0,20.0,"","Gigantic Pokémon","255","120",['No Eggs Discovered'],"Slow
","0
"
891,"Kubfu","['Fighting']","['Inner Focus']","VIII",60,90,60,53,50,72,385,12.0,0.6,0.875,"Wushu Pokémon","3","120",['No Eggs Discovered'],"Slow
","50
"
892,"Urshifu Single Strike Style","['Fighting', 'Dark']","['Unseen Fist']","VIII",100,130,100,63,60,97,550,105.0,1.9,0.875,"Wushu Pokémon","3","120",['No Eggs Discovered'],"Slow
","50
"
