DexNumber,Name,Type1,Type2,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,Category,CatchRate,EggCycles,EggGroup1,EggGroup2,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
857,Hattrem,Psychic,Psychic,Healer,Anticipation,Magic Bounce,8,57,40,65,86,73,49,370,4.8,0.6,0.0,0,Serene Pokémon,120,20,Fairy,No Egg Group,Slow,50,0,0,0,0,2,3,Hatenna,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
858,Hatterene,Psychic,Fairy,Magic Bounce,None,None,8,57,90,95,136,103,29,510,5.1,2.1,0.0,0,Silent Pokémon,45,20,Fairy,No Egg Group,Slow,50,0,0,0,0,3,3,Hattrem,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
859,Impidimp,Dark,Fairy,Prankster,Frisk,Pickpocket,8,45,45,30,55,40,50,265,5.5,0.4,1.0,0,Wily Pokémon,255,20,Fairy,Human-Like,Medium Fast,50,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,2.0
860,Morgrem,Dark,Fairy,Prankster,Frisk,Pickpocket,8,65,60,45,75,55,70,370,12.5,0.8,1.0,0,Devious Pokémon,120,20,Fairy,Human-Like,Medium Fast,50,0,0,0,0,2,3,Impidimp,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,2.0
861,Grimmsnarl,Dark,Fairy,Pickpocket,None,None,8,95,120,65,95,75,60,510,61.0,1.5,1.0,0,Bulk Up Pokémon,45,20,Fairy,Human-Like,Medium Fast,50,0,0,0,0,3,3,Morgrem,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,2.0
862,Obstagoon,Dark,Normal,Reckless,Guts,Defiant,8,93,90,101,60,81,95,520,46.0,1.6,0.5,0,Blocking Pokémon,45,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,3,3,Galarian Linoone,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
863,Perrserker,Steel,Steel,Battle Armor,Tough Claws,Steely Spirit,8,70,110,100,50,60,50,440,28.0,0.8,0.5,0,Viking Pokémon,90,20,Field,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Galarian Meowth,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
864,Cursola,Ghost,Ghost,Weak Armor,Perish Body,None,8,60,95,50,145,130,30,510,0.4,1.0,0.25,0,Coral Pokémon,30,20,Water 1,Water 3,Fast,50,0,0,0,0,2,2,Galarian Corsola,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
865,Sirfetch'd,Fighting,Fighting,Steadfast,Scrappy,None,8,62,135,95,68,82,65,507,117.0,0.8,0.5,0,Wild Duck Pokémon,45,20,Flying,Field,Medium Fast,50,0,0,0,0,2,2,Galarian Farfetch'd,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
866,Mr. Rime,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,8,80,85,75,110,100,70,520,58.2,1.5,0.5,0,Comedian Pokémon,45,25,Human-Like,No Egg Group,Medium Fast,50,0,0,0,0,3,3,Galarian Mr. Mime,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0
867,Runerigus,Ground,Ghost,Wandering Spirit,None,None,8,58,95,145,50,105,30,483,66.6,1.6,0.5,0,Grudge Pokémon,90,25,Mineral,Amorphous,Medium Fast,50,0,0,0,0,2,2,Galarian Yamask,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
868,Milcery,Fairy,Fairy,Sweet Veil,Aroma Veil,None,8,45,40,40,50,61,34,270,0.3,0.2,0.0,0,Cream Pokémon,200,20,Fairy,Amorphous,Medium Fast,50,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
869,Alcremie Vanilla Cream,Fairy,Fairy,Aroma Veil,None,None,8,65,60,75,110,121,64,495,0.5,0.3,0.0,0,Cream Pokémon,100,20,Fairy,Amorphous,Medium Fast,50,0,0,0,0,2,2,Milcery,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
870,Falinks,Fighting,Fighting,Battle Armor,Defiant,None,8,65,100,100,70,60,75,470,62.0,3.0,0.5,1,Formation Pokémon,45,25,Fairy,Mineral,Medium Fast,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
871,Pincurchin,Electric,Electric,Lightning Rod,Electric Surge,None,8,48,101,95,91,85,15,435,1.0,0.3,0.5,0,Sea Urchin Pokémon,75,20,Water 1,Amorphous,Medium Fast,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
872,Snom,Ice,Bug,Shield Dust,Ice Scales,None,8,30,25,35,45,30,20,185,3.8,0.3,0.5,0,Worm Pokémon,190,20,Bug,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
873,Frosmoth,Ice,Bug,Shield Dust,Ice Scales,None,8,70,65,60,125,90,65,475,42.0,1.3,0.5,0,Frost Moth Pokémon,75,20,Bug,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Snom,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
874,Stonjourner,Rock,Rock,Power Spot,None,None,8,100,125,135,20,20,70,470,520.0,2.5,0.5,0,Big Rock Pokémon,60,25,Mineral,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
875,Eiscue Ice Face,Ice,Ice,Ice Face,None,None,8,75,80,110,65,90,50,470,89.0,1.4,0.5,0,Penguin Pokémon,60,25,Water 1,Field,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
875,Eiscue Noice Face,Ice,Ice,Ice Face,None,None,8,75,80,70,65,50,130,470,89.0,1.4,0.5,0,Penguin Pokémon,60,25,Water 1,Field,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
876,Indeedee Male,Psychic,Normal,Psychic Surge,None,None,8,70,55,65,95,105,85,475,28.0,0.9,0.5,0,Emotion Pokémon,30,40,Fairy,No Egg Group,Fast,140,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
876,Indeedee Female,Psychic,Normal,Psychic Surge,None,None,8,70,55,65,95,105,85,475,28.0,0.9,0.5,0,Emotion Pokémon,30,40,Fairy,No Egg Group,Fast,140,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
877,Morpeko Full Belly Mode,Electric,Dark,Hunger Switch,None,None,8,58,95,58,70,58,97,436,3.0,0.3,0.5,0,Two-Sided Pokémon,180,10,Field,Fairy,Medium Fast,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,2.0
877,Morpeko Hangry Mode,Electric,Dark,Hunger Switch,None,None,8,58,95,58,70,58,97,436,3.0,0.3,0.5,0,Two-Sided Pokémon,180,10,Field,Fairy,Medium Fast,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,2.0
878,Cufant,Steel,Steel,Sheer Force,Heavy Metal,None,8,72,80,49,40,49,40,330,100.0,1.2,0.5,0,Copperderm Pokémon,190,25,Field,Mineral,Medium Fast,50,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
879,Copperajah,Steel,Steel,Heavy Metal,None,None,8,122,130,69,80,69,30,500,650.0,3.0,0.5,0,Copperderm Pokémon,90,25,Field,Mineral,Medium Fast,50,0,0,0,0,2,2,Cufant,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
880,Dracozolt,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,8,90,100,90,80,70,75,505,190.0,1.8,0.5,1,Fossil Pokémon,45,35,No Eggs Discovered,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0
881,Arctozolt,Electric,Ice,Volt Absorb,Static,Slush Rush,8,90,100,90,90,80,55,505,150.0,2.3,0.5,1,Fossil Pokémon,45,35,No Eggs Discovered,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0
882,Dracovish,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,8,90,90,100,70,80,75,505,215.0,2.3,0.5,1,Fossil Pokémon,45,35,No Eggs Discovered,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
883,Arctovish,Water,Ice,Water Absorb,Ice Body,Slush Rush,8,90,90,100,80,90,55,505,175.0,2.0,0.5,1,Fossil Pokémon,45,35,No Eggs Discovered,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
884,Duraludon,Steel,Dragon,Stalwart,None,None,8,70,95,115,120,50,85,535,40.0,1.8,0.5,0,Alloy Pokémon,45,30,Mineral,Dragon,Medium Fast,50,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
885,Dreepy,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,28,60,30,40,30,82,270,2.0,0.5,0.5,0,Lingering Pokémon,45,40,Amorphous,Dragon,Slow,50,0,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
886,Drakloak,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,68,80,50,60,50,102,410,11.0,1.4,0.5,0,Caretaker Pokémon,45,40,Amorphous,Dragon,Slow,50,0,0,0,0,2,3,Dreepy,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
887,Dragapult,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,88,120,75,100,75,142,600,50.0,3.0,0.5,0,Stealth Pokémon,45,40,Amorphous,Dragon,Slow,50,0,0,0,0,3,3,Drakloak,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
888,Zacian Hero of Many Battles,Fairy,Fairy,Intrepid Sword,None,None,8,92,120,115,80,115,138,700,110.0,2.8,0.5,1,Warrior Pokémon,10,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
888,Zacian Crowned Sword,Fairy,Steel,Intrepid Sword,None,None,8,92,150,115,80,115,148,700,110.0,2.8,0.5,1,Warrior Pokémon,10,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
889,Zamazenta Hero of Many Battles,Fighting,Fighting,Dauntless Shield,None,None,8,92,120,115,80,115,138,700,210.0,2.9,0.5,1,Warrior Pokémon,10,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
889,Zamazenta Crowned Shield,Fighting,Steel,Dauntless Shield,None,None,8,92,120,140,80,140,128,700,210.0,2.9,0.5,1,Warrior Pokémon,10,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0
890,Eternatus,Poison,Dragon,Pressure,None,None,8,140,85,95,145,95,130,1125,950.0,20.0,0.5,1,Gigantic Pokémon,255,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.25,0.5,2.0,2.0,2.0,1.0,1.0
891,Kubfu,Fighting,Fighting,Inner Focus,None,None,8,60,90,60,53,50,72,385,12.0,0.6,0.875,0,Wushu Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,50,1,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
892,Urshifu Single Strike Style,Fighting,Dark,Unseen Fist,None,None,8,100,130,100,63,60,97,550,105.0,1.9,0.875,0,Wushu Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,50,1,0,0,0,2,2,Kubfu,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
892,Urshifu Rapid Strike Style,Fighting,Water,Unseen Fist,None,None,8,100,130,100,63,60,97,550,105.0,1.9,0.875,0,Wushu Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,50,1,0,0,0,2,2,Kubfu,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0
893,Zarude,Dark,Grass,Leaf Guard,None,None,8,105,120,105,70,95,105,600,70.0,1.8,0.5,1,Rogue Monkey Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
894,Regieleki,Electric,Electric,Transistor,None,None,8,80,100,50,100,50,200,580,145.0,1.2,0.5,1,Electron Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
895,Regidrago,Dragon,Dragon,Dragon's Maw,None,None,8,200,100,50,100,50,80,580,200.0,2.1,0.5,1,Dragon Orb Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
896,Glastrier,Ice,Ice,Chilling Neigh,None,None,8,100,145,130,65,110,30,580,800.0,2.2,0.5,1,Wild Horse Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
897,Spectrier,Ghost,Ghost,Grim Neigh,None,None,8,100,65,60,145,80,130,580,44.5,2.0,0.5,1,Swift Horse Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
898,Calyrex,Psychic,Grass,Unnerve,None,None,8,100,80,80,80,80,80,680,7.7,1.1,0.5,1,King Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,100,1,0,0,0,1,1,No Preevolution,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
898,Calyrex Ice Rider,Psychic,Grass,Unnerve,None,None,8,100,85,80,165,100,150,680,7.7,1.1,0.5,1,King Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,100,1,0,0,0,1,1,No Preevolution,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
898,Calyrex Shadow Rider,Psychic,Grass,Unnerve,None,None,8,100,85,80,165,100,150,680,7.7,1.1,0.5,1,King Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,100,1,0,0,0,1,1,No Preevolution,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0
899,Wyrdeer,Normal,Psychic,Intimidate,Frisk,Sap Sipper,8,103,105,72,105,75,65,525,95.1,1.8,0.5,0,Big Horn Pokémon,45,20,Field,No Egg Group,Slow,50,0,0,0,0,2,2,Stantler,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
900,Kleavor,Bug,Rock,Swarm,Sheer Force,Sharpness,8,70,135,95,45,70,85,500,89.0,1.8,0.5,0,Axe Pokémon,15,20,Bug,No Egg Group,Medium Fast,50,0,0,0,0,3,2,Scizor,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
901,Ursaluna,Ground,Normal,Unnerve,None,None,8,130,140,105,45,80,50,555,290.0,2.4,0.5,0,Peat Pokémon,20,20,Field,No Egg Group,Medium Fast,50,0,0,0,0,3,3,Ursaring,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
901,Ursaluna Bloodmoon,Ground,Normal,"Unnerve', ""Mind's Eye",None,None,8,113,70,120,135,65,52,555,290.0,2.4,0.5,0,Peat Pokémon,20,20,Field,No Egg Group,Medium Fast,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
902,Basculegion Male,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,8,120,92,65,100,75,78,530,110.0,3.0,0.5,0,Big Fish Pokémon,45,20,Water 2,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Basculin White-Striped Form,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
902,Basculegion Female,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,8,120,92,65,100,75,78,530,110.0,3.0,0.5,0,Big Fish Pokémon,45,20,Water 2,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Basculin White-Striped Form,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
903,Sneasler,Fighting,Poison,Pressure,Unburden,Poison Touch,8,80,130,60,40,80,120,510,43.0,1.3,0.5,0,Free Climb Pokémon,20,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Hisuian Sneasel,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0
904,Overqwil,Dark,Poison,Poison Point,Swift Swim,Intimidate,8,85,115,95,65,65,85,510,60.5,2.5,0.5,0,Pin Cluster Pokémon,45,20,Water 2,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Hisuian Qwilfish,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
905,Enamorus Incarnate Forme,Fairy,Flying,Contrary,None,None,8,74,115,70,135,80,106,580,48.0,1.6,0.0,0,Love-Hate Pokémon,3,20,No Eggs Discovered,No Egg Group,Slow,50,1,0,0,0,1,1,No Preevolution,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0
905,Enamorus Therian Forme,Fairy,Flying,Cute Charm,Contrary,Overcoat,8,74,115,110,135,100,46,580,48.0,1.6,0.0,0,Love-Hate Pokémon,3,20,No Eggs Discovered,No Egg Group,Slow,50,1,0,0,0,1,1,No Preevolution,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0
906,Sprigatito,Grass,Grass,Overgrow,Protean,None,9,40,61,54,45,45,65,310,4.1,0.4,0.875,0,Grass Cat Pokémon,45,20,Field,Grass,Medium Slow,50,0,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
907,Floragato,Grass,Grass,Overgrow,Protean,None,9,61,80,63,60,63,83,410,12.2,0.9,0.875,0,Grass Cat Pokémon,45,20,Field,Grass,Medium Slow,50,0,0,0,0,2,3,Sprigatito,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
908,Meowscarada,Grass,Dark,Overgrow,Protean,None,9,76,110,70,81,70,123,530,31.2,1.5,0.875,0,Magician Pokémon,45,20,Field,Grass,Medium Slow,50,0,0,0,0,3,3,Floragato,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
909,Fuecoco,Fire,Fire,Blaze,Unaware,None,9,67,45,59,63,40,36,310,9.8,0.4,0.875,0,Fire Croc Pokémon,45,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
910,Crocalor,Fire,Fire,Blaze,Unaware,None,9,81,55,78,90,58,49,411,30.7,1.0,0.875,0,Fire Croc Pokémon,45,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,2,3,Fuecoco,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
911,Skeledirge,Fire,Ghost,Blaze,Unaware,None,9,104,75,100,110,75,66,530,326.5,1.6,0.875,0,Singer Pokémon,45,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,3,3,Crocalor,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
912,Quaxly,Water,Water,Torrent,Moxie,None,9,55,65,45,50,45,50,310,6.1,0.5,0.875,0,Duckling Pokémon,45,20,Flying,Water 1,Medium Slow,50,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
913,Quaxwell,Water,Water,Torrent,Moxie,None,9,70,85,65,65,60,65,410,21.5,1.2,0.875,0,Practicing Pokémon,45,20,Flying,Water 1,Medium Slow,50,0,0,0,0,2,3,Quaxly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
914,Quaquaval,Water,Fighting,Torrent,Moxie,None,9,85,120,80,85,75,85,530,61.9,1.8,0.875,0,Dancer Pokémon,45,20,Flying,Water 1,Medium Slow,50,0,0,0,0,3,3,Quaxwell,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0
915,Lechonk,Normal,Normal,Aroma Veil,Gluttony,Thick Fat,9,54,45,40,35,45,35,254,10.2,0.5,0.5,0,Hog Pokémon,255,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
916,Oinkologne Male,Normal,Normal,Thick Fat,None,None,9,115,90,70,59,90,65,489,120.0,1.0,0.5,0,Hog Pokémon,100,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Lechonk,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
916,Oinkologne Female,Normal,Normal,Thick Fat,None,None,9,115,90,70,59,90,65,489,120.0,1.0,0.5,0,Hog Pokémon,100,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Lechonk,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
